sentence_hash	sentence_level_stance
d8caa68c6f98a5cfbb95d46c62345d75	pro
a1ddc9ddc985507523c6464f15e0eb76	pro
0104ac1fff4996f890f40fce19519068	pro
ed2b4b42289c691dda90eba2400d2273	pro
d765275c1684176add40621a27cccedf	pro
6aced1d5aba0a05553b7f8f2fa583f05	pro
1508ce1e67b3c48f6e0d5d254ab67e87	pro
a2158edb08e9be5492696257b7c98bfe	pro
7e78e1bd78692e4881f4da5ac29160e0	pro
d782ef80376ef6dfc3d8fcb49fc09270	pro
fd1cade52d6b4f3e1a2e0e0e7b19d31e	pro
5748cac6f0d4161702a3da42ca5f2320	pro
61291964d7131ba74b11a4a0bf4e1f54	pro
a7bc16cc0df95e59c43d848fe837d890	pro
fbf374568db634af146cee23b56a4225	pro
5dfadd37c4ee4e3e82aff0d36a2f9542	pro
a63e89fae86937fe48528aeefcfe27f2	pro
814191f3fc20a8587cd0f02ef336e164	pro
57439fa9618c2544fea811a56a9d091d	pro
f6473a52ab4d143795b681a20dfd98e7	pro
c7fac5c38050b046b4d2c182cc5d24cd	pro
dcdb835b6d9831e99133595ce6620def	pro
ecd8052b5bf48e26a624334560ec2cc0	pro
ace2c0dd25c23f54bc73d66cf06ee3ea	pro
c6de9b592443a5bdb9d26bb184ebbf08	pro
0d1afdabce66a80dadadf39725a56163	pro
dac4601c0e77bf464e90b415e33a37e3	pro
67a52481063cd21b0f66f94c2bc51aa9	pro
5bbd9485d83f1f8069b0ecbd83e44bfc	pro
9353d68d549b24f91ea77fddf1bc9818	pro
03072455e17d520e4f0b43238a9194ca	pro
e0432ccae2dc19be592f5fe45cb22f38	pro
e39d2a7f694ddf9efe550057b24de0ed	pro
a507243c46adef8d0549d8fd3839d7ea	pro
8578d5dba316be3de2a239dc4e9b0fb8	pro
43dfd937290d2d1c8d6e1a1e064f0d94	pro
4bcc3d56e3bad91c37b0aa4b1726eb53	pro
592028f95a0b31eb957a2984327f0dd6	pro
e9d7673163ad5493b04c7add52c59cc7	pro
e0e2bccdc54cd110caec9ab6a7fed7b8	pro
97c4519578b393625a7975bc359352de	pro
365b03265a29789de6708d9c3e6c3080	pro
0b891c9c8fb669ef25c9beeb27150a0a	pro
83a522fede6f04a13200ada9dd4d716f	pro
d6fa74b029209a79713ecf18ec4a7d88	pro
575a1dfcc98e35de295fff0a81a668aa	pro
30aa565bccd8673a7803e66404e3a9bd	pro
5be13d88340972ef40379814b21901e3	pro
c1a46f51c906d5d3aa17c31d3c640d70	pro
a2f53c60af4da9dd35793573501de01d	pro
d64482a886eb76264f315be8e885271e	pro
5d86ce713ddf2e4d0483fcfcbb6b4dce	pro
ae1a982d86d79ee60c8765372bbfa14b	pro
37486c9d475bea6cf84ac19711a83b86	pro
a33909418370ba171aa01e2f4c872387	pro
bfdefbde2099ba55072d944d9514cd44	pro
6c1c15c920957aa27087abf34c8c2dd0	pro
c54dcdff82646cf5375d57be1319c149	pro
86283e46344dffecfaf31599b3bc2328	pro
0d6178f141fa70f677f31fc116d1559a	pro
6b3d7d4181c3ebec423863777558e533	pro
c21eff7a7cd095fa8173eea0c5b35426	pro
0039e4c06e3f8b7383292d3208fa2f3b	pro
66a50d84c89b55d1ca4ae8728f9eda0d	non
a4ee2691989561f79cc4bc1c79cea702	non
d602353956585f5dfacffcf460634ab8	non
bbfb542ca138c4e06bc161cb17dae338	non
69d88741de21626401ed068fa3bfdde1	non
3130b55e744165f5dac98c4d49549121	non
4d185223cc7e2965f971326e70df0e7e	non
f1ff6c9539fa743e6b9932223c8dc810	non
b9f19586d53e36dfa5925a8b4b303b80	non
75e2fb1812311df1cb02d5f4dcc6c5ad	non
ee7f81ebe9c117a088c9f9b9b4ef1a9d	non
10ca33bea65775470af3bd0fc0045298	non
95b8715c54a077c72c1dc7489a6926ce	non
3eb5a2522471cde7713dde4d9f936e02	non
ecd24f28aa827ce1a4c3348f2e6e292a	non
cdfc8f8e2d94935db51122b601b26313	non
8b34441be05abd43c6d1ea47357b3643	non
34ca2620afd661f5f812b725b5e2cf42	non
183f6c6568a63d906a7bdd0cca0e51dc	non
8626bf7c804099eca4614591a4080b96	non
bb07c8e96db43c9bfc1ce601d85dc1c4	non
db9094b041e7e19b9777100b09e7475c	non
c528400f9c68a707fc3794939599b269	non
2dbd59393a63062b14a760fbd2bb5688	non
0a096fe8fa3d75eb9a1fc66da571257b	non
026b683b08efbae9ff19bd9eec75fe92	non
e60ae51ed34bbc66047cd15b39d3ae00	non
26cfadc1021cb55c46803eafc402e512	non
a1c3cd448e5155a03824848db49ab638	non
0c73777528fbdb4868b5b9399f6b0248	non
48002e704afb9170ce3c6f6517179c2a	non
45235d1d033f63002c957e894d291ee4	non
6792283e29ce5d058e9ec1f8d50a955c	non
cd55360a0093ad014df4fd408574412f	non
9d516553bbf3fff491a3695ce4708a3c	non
e30a9cc2a45579c1788ee0221d651751	non
8b09ba12983286fdb151be3187d6d2b2	non
8e3fbda87fe4d616fd17d665796ee7ec	non
7a47d4eddb276f20ca09d4d30a4f3c12	non
d68b4bcb746ed3c03f4c3868914867e3	non
28752e47f3f6913a68aa0f52c0be5422	non
3a5acc81dd6164fe3a13f07af6b2d767	non
11c1788de7134d0854081c8c17f2f4ca	non
f22971a5cc2aac601f923f1292b45790	non
e4eca9211b72c5bb5fad2d1e9d72a133	non
ae86040467d4b21dedf2dd1efca30b89	non
d3ba6fd5d965e76a6d32873d3e2a5b2a	non
44cba93cd6075d905d59959854845841	non
4bb7d9eb24effbe71299686f9017db3d	non
d61c1e704a1dc28061dbe8e171262723	non
bb1e7a9895255ec07dfb9d7ab27ac3e6	non
11e4e8742e824ef29d08f29add409182	non
1cb2f6fb1420f7e03ba4e1b40eee6175	non
be7c0bc002df75943eb8754cabbe836a	non
a48a89e42d0216efaebafaed43cd1f65	non
73e455a2f4ed96c85a41a3585e8efcf1	non
4b981205ebca91571b98562d8d44a729	non
673268294289432283bf03545687e8ed	non
52ed50a3e48f4ddd7b1cd4d5a25c8fc4	non
63f0db3e75eb6ea3faf07f9b12d39b7a	non
3541dad66e8c9933a38acd4aa77d0ad7	non
1b7e20428b2dfc6c0af03527e65bb9c6	non
0f0a142374c9df9f1b906cce13231881	non
d67ca9701a70060f7754290e5f3bd477	non
d02fbe9feed554b6b9e73f3ff13a7396	non
58bcd48759f2319d4fa11c3cd590a5a4	non
dc980139aeb0e57d6005ee56c6685483	non
84095094ae31f69005d121dd0eb198ef	non
26ff536ab966459af8bfc2338f2ce986	non
fce589c73afa645d6eb76d50a9ab6fd7	non
21b990adcb2c62cd76f1302037351a7d	non
653a1f336613f57b88d20bc07cbb8f3c	non
13e1b51d06fe195b508c9aee34c56a58	non
cd58943f817e5e383c1696e0975eb893	non
15e5a66f8083bce26fa1a1d0bd3304c3	non
efd2a3947c5c26569a722320e45d789e	non
44395b9852dd25c29cbdc67b3e7303c6	non
537709e5b8241ac06cd755f0fca499cd	non
b3718c6dde8e741f83add35ad74b838c	non
90cd204108b73ef2390c24d92ca304cf	non
4872f0fc4ff207750f2c577236f5e095	non
6425fc97cb1d61b103c962836c07f63c	non
92890f9e498e50ba65d1adcea461d808	non
b501e1bc38195358df6bc91dba856170	non
6275e116e47aec8421776a3bf2aeaa58	non
ebde19ed57f7578e60f4b61aa2ae00f1	non
13af8f1dbc872a2b160548bea15e4b88	non
fa918af4c244c153a5bd0ccca88fe08c	non
8693075d6e3dbe142ad79c203e857a95	non
fd93bf67b8efa050cee7005c613efea4	non
6f0a5b235632c5013a86eaeb34a29106	non
6cabf3d96037d5699cc211c0a54ef01d	non
f7d270d174964743be53d76a5fbf1fc5	non
45a780d405539b79ee34337d50faea90	non
b9d444b96b2e1b184962864e8b4e2307	non
9030e080503e88cdd005dd6d84d12639	non
541fda4b90d606af7ad776bbe6c281f4	non
8e93ffc757b4fb9c61ebf639275c162e	non
4a66c1b83910ca369215b049079b14d2	non
121d6d0b672d7b892f73a52671bc08e6	non
0d49a763b3d16ffe1347a42a4b1a4656	non
1dde4da19f5322971e482cd0996b55f9	non
80327081c17b06060e951c64055bf7db	non
30b7fe0af404e9aeea0b41fac018799d	non
33fb0c58e2bbb7e65b28ac999a13af5e	non
eb4f7a66aca096c7a267db7307f6bc06	non
f1a57c4f0928bdae276cbbdeb1c8d913	non
93b6022280013bf1dfc251b16f425e60	non
cb20629453b923ae8646478ee5d12f1d	non
1a3701c75324848a0037db9eb63872ff	non
3bd7469749ea1c7ce02111f192a679c2	non
49a31c68b684a07c38908771dc40d9b4	non
9c4be384d6f92b698542bd12cf57b648	non
feb93919c222a999358275dcc546dbbe	non
87b008cb0a31a0dc58a9fa963d7343cd	non
346f71b40104d6e515c53465ed45a832	non
b98cdaf2e291150e8c75598c743ae89e	non
948966c445bf2651b19ff73a0c84a7ce	non
b91d14fa93c9dd65ceffa41b8b06fd43	non
1c5cbc3bdc33ccd786f72ff2b8ed89ce	non
e8b1f73d7532e75de31f2856c2b0a28e	non
9eab78bccf1ffd3e7444e7067962584a	non
672673199582c31f51a55eafd0b23ed8	non
866c3db2a6deb8438ff61cb97e2438c0	non
d8fa34d2a5f64c2dcc6c371365aba0a3	non
862a6c4702a430c697a578cb9ca70e8d	non
746aeed325eb193ebcc6b5a064f7a58d	non
d10f4a1f3851e99612eb8c81ecb111f6	non
e6690e12ea0f3bb75e6d0b446ca13b20	non
54180fc40f491b685213a4fd9dcb9256	non
dea579cec7b10740f80d632555ff2f48	non
52b7243178671d01e60c40901edd0234	non
3ef83fa980a3ec93c663250217ee9347	non
7690bca7db2bfbd23ac64a6ad3222284	non
0eae5a0e48037c638d47c461bd92b5f6	non
d77890f456db9b82326c6eebac19bc3d	non
10e10f17c967ae4e25060f8404f28f97	non
d641b11e850526b711f3cb77085cebb7	non
64ca0a07c9726fa2b755f026f3d3de15	non
748b0df7c692dfb11630040dcf8741ce	non
dc443e21c0574250d189a102a660eaff	non
a732f3e2162ebd7b7218d6da84b57cd4	non
72b96ebeb03683a1e46428e0d83e62b7	non
8bbb80688b3b074945caf57c2a97908a	non
37caf8f8ed972cb70eb9f4f98e72bf27	non
37a257d7173fa7cf846d6ce05cc39e82	non
d943cd74fd5900328972e21cebaa6dfb	non
e79d2d6394285574524a44a2e3d058dd	non
5c445008c243542a4034f227bd793934	non
1ec6abb7009cecef72eed78f9dfd753b	non
7b3b86f582c281bbce479626ea770347	non
53ccbad793926cb58f1502388c9f1a67	non
c3f75289b3c5118a7b2a8dad9890022a	non
8df3e385ec4849865f72b19a5218a287	non
46f298a81283c9360d1e876da0a90c54	non
18922b66dc5b32a62de3306bde3e94a3	non
b8e292f321f700cc35d32c5ea06beb06	non
abfd20be15a1f5938242d69b5f4358f5	non
5bcb917ee65e5a50bbf8f24009be5da7	non
0713adf820d6b401004e58fed623695e	non
143f654b19f837a33862dfaab3fda646	non
a2b39798e6cbfe348990b0414ecadd09	non
2a6d765739787540644e8ef133a36d90	non
8853beac821ac5f11c9920ca853279aa	non
1fc0aa413ae9eefd6d0ca3f50608839d	non
00c97b41775fba5e83d242c5e2232a2b	non
751ab13ccb7b0ea4d53700d00eb0c9c6	non
b64d866c95e6df39f6f9a0854ab8cf3a	non
c2fc7d28f161e2dd170cd6b248b20674	non
06d7ce512aad58d4c27276ea383189d6	non
76b0391dc0aad89af28a716701e33d96	non
014d19a9b5a3424bac945511000428bc	non
c818d22252839bd637d365f96a4a76c2	non
18011c5626580071114ab3340927e210	non
375d4fd2c7e09ba4631f3910a3cacbc6	non
017a8523ea5bbdb03a1bd38e885f8d86	non
4e5449afe824d019f97f731938ea73f9	non
c7fffcb5d2c672fe7d6f11e8cb32b6f8	non
4a363afa00028dae2aacd1013bc11925	non
ecb46053e2e427007a0d54a6b97eb0fd	non
428728351d978b0cb30553ee97f3ade6	non
7528e2dd579bb5c8626b84bea5cbfdab	non
f4442bd35c9149057162d453e7cd7938	non
2beb1e25fc55628006d8cbd0df21f32f	non
62ccbe091c28e28bff07a91586aa1598	non
739d063b2072b51929f07fe7726f55ac	non
83e66e1ff1f341f7503f7b88381ab815	non
01a85fae817bdf1863306972027b4786	non
50e2ea017641decf0cfdd7d6a02936f2	non
faf9233a247d2b0e474aa7683f0c0e88	non
347b0b5b285d84ac902db48b9a53e328	non
87b66360b4dd4ed789652a39593efc8e	non
99229a919a4fd5790cacebc53072524a	non
b8c725896032bce7f9cf1e0d2d907ae6	non
2b3a984f93b23c5e0f3185783bbf02be	non
67520f868ff733e1d999c048eb95e1e4	non
e4ca6a642b368d3fc8299a3da28cb8bf	non
28422a024af510295b2bc25e74c5b090	non
c80fbdcf6044cbe46d7816333f483822	non
5c25e2b0c42be11703634b55e337ee61	non
879877a17ac15013fb6dda0635b9d229	non
d7798ef14cfacfd9bd8c546836b2c351	non
bf5b2cbcbf22c47fd6062e7e31646394	non
37c6361cf21651025fd06c95015f362b	non
503938526be9292bce03b8c147fdb169	non
14cd0b5d5aac622297396402b731619d	non
401a7b65bac2cc24304f22b9068cfae8	non
e33c257872a973dcb8c3b011b047b3fb	non
ca969169702b5c982ba10d1c1a393647	non
727fd3d15ee2568e5f2dc1cdaf7c2d5f	non
b1612af0e12d7d2a0269051b2907e883	non
623dd202d783ef23e028faab3d5bb343	non
8ad60f4ad014b9a6c483f5c63c466eff	non
25c5189033d296782718a3fa3dfd8edd	non
452ab63b4cfa11bd7b920eb58a0f5092	non
9e2eb4d1bd2a23e22a7d66c0475b2c78	non
6ef918ea0d44470c9aa131073bd94109	non
28240c3348e223dfd4309148f37fbb66	non
ef0e078ece0b51f2d91a99e2c8e8b5e6	non
ae05db03cb197a29d45ff6b0e1a4df04	non
24acd71a97d1a1034a3ea7e54e73db45	non
d0b96ac5fb5f517e08691fda625e4f2b	non
af861a55bb294aea6de4241df4521597	non
6babc09329915753acc4237c643a649f	non
7dd47dbd7196fa0724d2fdda91e5f83f	non
3ce33b32859bf0b59a348bdb05191130	non
f0abfe66994633c108060f3089363032	non
e29dca6614447e7538ca047ba8032dac	non
73c6b3b27d3c22a5f6dee7ff6d9f7484	non
b04e1e7f954eceed52422ce6f3b1a685	non
9feb7e62cb6a32e42eafa177f7de74b5	non
af1f033c3f2da8fe53c6ffaf1fa8b1b7	non
3c5cf8e86371dad8117dd42516de9a8b	non
ee26163ff7ace740916bcadd8b204f5d	non
c5c1602b0bf17ddf7cc35ca74467a082	non
619f503d117e841005f5f87cbd2c4fc8	non
78feb4718454be7853856c35d97a34c4	non
fe72a8f5adc5f3e4cc74d544d430852c	non
5a572e51a1555e38849dc94fba6190a8	non
d7c6fb4d92998d4e01d262c04177c2bb	non
dd98262e6588bb164714f59085c3b40b	non
2da15229da3beb72c2f5aa0faaf5d0c0	non
8c806109b51ddde000aa9c3c841c0e0d	non
b4fc1c15e65d07481a21457964c531d8	non
ea7e0cda0dccdbe022bbc805fe1fd0dd	non
9fb82bb4986ac0efdd2356223db78503	non
ea3b6c4fb3467ebdb92d532f706d8655	non
24dd1539855c40af3da91fc13bad35d2	non
03a55e2a8f35dda66dc90410e7b4b580	non
59110645ffe8071faa2389e4716012ff	non
96dfc64a0770311b3adc2db83bbc40e4	non
a1459365eb921f2754957bdb632d57c5	non
6ca4f2ad39a7a9b1fa7090cd57054f71	non
b7a66e2427f742f547312c0098373c3b	non
bfd634a6a902848c5bdeeb6093308465	non
8130839a37b2dac35f907e5eeadada5e	non
8b9813772bf23bb308fb9303180a8760	non
baafebf6a8f29f387157d3bfa001e99c	non
16e4b87aa2a02831b1b4db3c9f8d005e	non
fa0c7a03f485c5ffb93f1d51e77ca5ce	non
bdfad6a1e82e7419994708a86c4436fb	non
b69d63a5001f62ae466a56222b10cd94	non
b51af0dadf9bed926949b5bfaa2d98fc	non
ea0d6be6bbef59b56829fb6bd88622c1	non
92df011ebb4474ceb5f66143799d96e8	non
0f7520b9d5558aa6ab58da4934c65a60	non
7c537c87de2022f5a5429d9a6d9e8143	non
befa3e8980a45e6bda3766a6b5ff8e70	non
bb34873f15f154739a99d14ef00806a5	non
d38f378751da6cca3f09cce3e06c2049	non
1135090f6d456c052601eb5554e77015	non
8c032d906a2364f4d18bc7106b24805f	non
5941366e1e9e137c431f98beb2ed84c8	non
86c748a23eb65e4b36e5ab8ad59c73fb	non
e7cb3d8b163f86f080da3f523bae8783	non
dd8825a0aeebe9c8489e5b299e635365	non
c4e2811edd4b5bba7f8c10195973c65a	non
a628ddbb98c824b7a0f87a5fc4689527	non
1bf7f292e7994d9fbd0efc9fce2b7e0b	non
461b05cccad1a7c40d2a039a9473b21e	non
b13676dc2763cfc6538f6c5e4637cecb	non
87974d0d2d5c96134a08ee405af5ebba	non
d3a484a53165393c8e3daa5846e7b5d1	non
02dda2312428ba238743b2ed720826bc	non
59e269ef3780dc4a123ac32fc1f93d64	non
8a02327de38982cef6cb975859cccc24	non
f1a47532d8b7306d0e97f422a9158473	non
c62748f1c7709acf63f4aef357417a5c	non
118a6ebecc86c455cddb83ff40e036bd	non
e7f87301082a14344382df51b829b898	non
3292f00058b8edd88f9eece8d6f2831e	non
0fc8c579043c0eea7088845b3bbdca5d	non
7909a018915a420684549f45032915ac	non
e38e4708e40f09499440964b9a1e9fd5	non
92acb6ff80ec0e9537306c343b7c05c5	non
106124e9bdfd2a707d86c9cfd843a708	non
7121932a1c216264936bc303bf893519	non
a60745c8cfb883a041a190b4cfe58962	non
e6dc02f11b4b24b960165017c289af65	non
2673c6726d58ce0831aa3f5b91c2e4e8	non
02389acf0ae9aa30836abd2632e20c43	non
338f6bf56a76520ae8c63345c49262ed	non
a87ede5d9a0852233d02f6b4966a37da	non
70a48afa0a1f71706740689603815791	non
f1dc97599fd76a718670ce148d1b6d60	non
c92eaf1163c9253990b044d860eff010	non
1dcb515b20d0b703d22c722810de030c	non
b5ce181e61d361be6f1135ed006e3185	non
d3648a0dbb985ffa6325e63e62326fa2	non
338332d1792c4225114a2583b2de7662	non
5d5ceff5960f97f82829fd7e4009ad0f	non
7fd7c27f0bd356f9ee29b9d457f12f67	non
9d4de28773c5bcb91f5bb63bf303a176	non
e07215901d5e29f5b81c4e496d324136	non
8f1b2eb49505345adfb9ab2605316c6b	non
fb2e99fc7c1866dba8974b02d22b8a43	non
5712f8e0ac26dce56e0de2b1ddae0dcf	non
07acfa8b123840a3441c3928e428d2df	non
602ba86e807127370f4ae9fb07ac9e52	non
a13a49ebf0d06172fd1f23e23526b3bb	non
9775b41110e2621f57ac36e9a02cf6ee	non
95f1bffa1b98063ff8ae462935f29167	non
94bf081a45b3c43a2caa1fe972717030	non
23b861dfcfee0e7d5e2158ecd168699f	non
0e9d0f3744f6ab371341e60efc4a0c79	non
5794606fd2dc6189418b97e33759e5ce	non
fd375dc2daac661a2abd5070f384b11b	non
1367b141d14c249aa81007bbc037b306	non
0fefff58b63ac5d5979b30274c185a7a	non
964dad6a7fbf7691e5e971a6e7a93eda	non
4c69fd61824ef42d2efe7ed94f34674a	non
c88b42cdabf3592a1a8e79eb06c11962	non
f69d307440707eba4368b84b06425386	non
b68db00250044aa44fa495ce59fba4ca	non
6f6a51612ec904ee0f64528e584cd0b3	non
a0cd55bdca1c6b34137b9e9267fae907	non
9fa5a4a42c5e924f6f577c8757ffb5d0	non
11000db73bec55a469416f69d21c3de1	non
2bf75b44430e19896927a50a1d8e3abc	non
f81edf4eaf99a634409bd1d871fb75a2	non
22589f27910162674c88d5435a7b795b	non
3c51e3114f19c05257e71e7e0ead9ea2	non
4bdddd772c504df6d6735d8c9afb319b	non
26876bf000a785c887481633212ea3e7	non
47d161348d37e542d33200fe2958bc7b	non
523b3fada5ea8955b707ae62b6d4b8e3	non
4ade108e400fedf70345601449441fc2	non
6b51d7b85e4f70ae5600d1bb4586702e	non
d8b7dabd460c5151be8d44893260450a	non
aafa9e9545dbe96d039011bcaaaf3a1c	non
531b8d0dfa857208a994d17d7d0ac2a1	non
685e4d2af780fce0655f0f711d06dcb5	non
10142e96d5e1685ba6a05dfcbdef129a	non
5198fc8eeef49635d1ca9aa8919926b2	non
68e1866705330f4fcbdc00ade51e8a6d	non
356e00941dbdecca53c27e757e4154b4	non
25c9c6390989f3001304662882ad118a	non
0333afdbe81be8881cb32d6a2c9a6d21	non
02a1e15ccce4434f157dc72bbbb80a9b	non
7e74f8c6b96d1e6c721aa8972d77e4c9	non
a27b932387f3c5d8da90639404b27b91	non
5d3d511c8cb0904d78bf30f0379efea0	non
4cf980cf7cd6a143db39c3c7885a937f	non
f34933cd0e095e3de8912b5ecd08fd41	non
1c91bb5e494c5bbe4c96526c148a1a1d	non
10a2193f84a19d46742a18a74a5d4066	non
730bd7a1e175f69a4987726e266f1f8e	non
03ee0a9ee3394f7ee4403d71f245dca6	non
2b9a2f709aea4bb1395fcefd37087239	non
21e29c3a6d3cae30fadabdef2c3b1b89	non
4946aabf8388e2434441fabc6cf21f0a	non
78b712a01c6f4110fe3ab3617df15876	non
91bab270acff45b614bd53c6055aa819	non
aa49927058f773a1ebe7ee0063b0256b	non
a5e271bafa2c07bd11052819f171fc5c	non
ef9a26685de91855cdcdf8ff0c0cd153	non
89fc406f6cb2648efa3b1c5fcb8b50dd	non
52ecbfed96b66d783a885671d2fba79f	non
e4c5b094df6f10fa855ce405757cb920	non
ced68dd1e35d225c26d6ab15eaaae91e	non
b2f80acef5919fd1077e5dcac8cbb890	non
8f13033faf4995a02755169b67a10324	non
c1dd773683b2e565e8f6713252165eec	non
b0cd504af52652d0e33eeae3dac5ff30	non
7036606746e0db7cf7fb21653e92aae3	non
870d6028c156a5f8febb19918992624a	non
27b31c02c2c030882f0d865bf04a37d4	non
3f220bd763c42b93627a3750896c6bdd	non
964c3966b41093d7a9c297e86a9cc633	non
ca5eb25d6c29f83a97d509c8edcd672f	non
bcfe832b27eb4963be1b2464a046f537	non
48608fa70e59819571f23609712fe82e	non
4f620fe0734a7f29b9042b91e989a176	non
1c954b1f197895c02823916d76ba69de	non
0bf251c7fecdf59d56c9f56fede53a30	non
7928816af4e2036902199f5d5b599009	non
74fad0a273a22be23d52800a1d15d354	non
a474c6852c38123a2e878116274964b5	non
7b94aea800ef37975f2258ebb18c7b89	con
670a3a3ed5e9e6b83c953cc0633a9492	con
16b15ad82196920ad769fc194666e542	con
695a4207b44dceeccd540e15d36d084c	con
f1f9f90a2c98a53cfcebeac11fa562f6	con
068f1df16b0dfe635eae3e5b16919ecd	con
fda072d04389588593f9f72b6ded2813	con
2caf9797cbc50a6a223f9c3b680d7cd4	con
46745a0236640dcbe722a9f2d5a3811b	con
8dc5656cbe9a280f2b583387a8fdd0a8	con
f438c811eff8a84458557409c2c18b97	con
2ea7ee67359b5f59b2578b466b8cdb85	con
a0071adaf91a33dcd20e6e7cf6e4b320	con
048c2fc58e91d801a5c6ef71a98a2675	con
e0c605081b84d1c4b6d917466f6f5afb	con
3269c09da96e44e63c18c3dad932d96c	con
28e06b87cb848036f86c7bd915649fc3	con
b1061b1ee738167f497afe7787b727bf	con
4231d98d91ad56b8a2cc6a6b60aaaec5	con
4bcadf5b123a0ac5cb08bb20f6f86b4e	con
f7f2237ba93f21b4abcf3f9b64c71624	con
fdef2223ee83828aa743f2b08038a750	con
72369eefd00ddf2c49ecc4812ac0b892	con
31d2bb9115fdf226ad49b748c659aa31	con
05d5cd5c667a579e8793cc928844fb00	con
65f01fcbe7433501aad33776b80375b7	con
4b978426aa84946bee3f7b84949782ac	con
01a82a61f9ccd5225f76090d98b8542c	con
6c324833da09590f4c558bd093c5a503	con
64c1fa716721de9be6817c916f172d4e	con
cba784a9fc850019360425209ebabeb3	con
c9de909718ea2659fd2ffe854c54ea61	con
d5a6e3ad340bbc80664facb06bc5cc20	con
511445eaaf1e20559cffcd769676a1bd	con
688f97dd3f4be402aa206a26d65e693a	con
d643fb61fa7481bd423c4befffa1dc6b	con
3fcfdd0ac52e86c81ba910dbd2e55729	con
d5e31a3cccfca8406a9420fbe7dffffd	con
8baba9d78fcc27b7586681f0f9c56068	con
f04012f6bb37052f822431a17a6d6750	con
e2153327dde496dec4d930a1ba6583d4	con
b0d163e9684adeb3c623e057f7e9cd65	con
762192ac401903fca32c4c719506411a	con
24a2d1b3e56521ce48059ddb2e4a91e2	con
7aa10dd2a2f335419a234e40e955cb87	con
0a400dfd5a7a962c340e797f487c97be	con
7ebcd16d5a47623d484e85f18e1ef930	con
b65d2c00da02f826c8c74c6906a6a53d	con
d73d04f05370f7b7bf4a541d38fd98b7	con
48238fdce4c3f8d8fdf83ffbc86d904b	con
c7d2c7bc62cc7680716e3617f6ef9be1	con
f086ad390bc2053db500f85ec843a6c6	con
8e9f2e0f6cfeec0ca65d892d82400887	con
f37db0d502bfc6643da979085234d553	con
b2ff1c21c0f79ebe59e0612761f86fa8	con
6ed24d57b46b1ebc429e2775ee6c4d0d	con
5e0c2e48f6738efb1667bf363f99ecb9	con
b0381b4950758783cb9f7449614e1306	con
6b79e9c5efc56360ed43d12efeabe077	con
951b20d65738a3b7246776d9d1ec9acb	con
09004fa62e0f000213192854c53e39aa	con
b8aec8bab9d4ca0c45437bf28b7c961a	con
d6c1dda4173f0e67e865932f18bd42e7	con
32f34c1439132338d4c79cd8fc40d56d	con
e79e4560ad5bbe9849adfff79f0d9d9b	con
69efcecc43b42d1581b64c9d7c8ca383	con
9ad5fd959f7e9898e1e2210c35473501	con
542d7ab4a2533c64e32c6060d37f277d	con
5c2af4f2b1b6b4cc5df8d0e7b058b258	con
6b52c2c58f80ab55caff587c4d43bb7e	con
22c8551a00253fd2f9ebfc6c04fad8b2	con
eac1139ecabdd7422ac885bffe54ef0d	con
e28046fcf06230348e821a41d28844f2	con
95c85f245947a81ed17e83d7d0c2671c	con
364aa58a2d23a6947a38a376f541b5d6	con
2e62dda0d5d78ceb41b5723b5cb03191	con
33211b3a2f923122f03674bd442fb7fa	con
6a74307064424fa4c0308e86f05a5bb8	con
091ff6137671082ae48e2468b702a923	con
b9232ba95cb724a90d5e613ebc023d19	con
9bb8311a8c566b8f9f6556f94cf6a3ac	con
ad02747a9c02744f94a1f5884a44f206	con
ef410ecf6e049277660a7a187a89a1ee	con
e8ff70b9becc7e1c2abb42efc3653548	con
d314625b2f1583cb7d03c4a911e7ab6b	con
21ee4bc6e3c8764da5465105f95d9ba8	con
c0afc29b537faa941e7fbfb3e9fe3885	con
e3e609153ecf3ff7a2138fea5b8c0892	con
ab0254f6300a847fda220786569a29be	con
f1917f4db50a737e19a1b827af7d70ed	con
5e374d2b57f2c4371a4435aabc5cb6a2	con
74c58e5462099baf4f14b1e03b66cd3b	con
3d382b561d795714771d25ca95091158	con
ce8aa726c13951e4ee6ecab4d09ed4cf	con
3193c61e679d0ccf22113f71d7460c6c	con
a9d5baf00d3b4bdb3941ebfd9b7c6480	con
38df0eafae08de5b5af91eb1c2f1bd75	con
bb980c49c0bc1ffa04d8ec6703591376	con
06acd5fcd7f765048d2fe9c26a6635ea	con
896fe324dc1e1e7f0b99260f2b7eafd8	con
994cc3759aaad7ad1e511eb7539ff97e	con
c78f767d3fb6b1d51ff0f7bd32501557	con
5763f9b825ed764520de302246129320	con
dd72358d10135331ea91ef828ef3fbd8	con
abd2f3a67cf399f6ba8ec9fce55b6761	con
8dae02d1d5df96e3156c60462889439f	con
59b5e2e3023f79c7003ed32aa61d22cf	con
e8c14799ff0f4758cc6721af146e661e	con
9502da0b401a1b667bef3ebde9ef3d98	con
af29d502d994687cb7b6517c495509fd	con
523ce071c685e8f415fa0713336d26e8	con
0cd899f18bd7687b9aa35424b63ed207	con
7539f73747ef522446e942a8a1470cb6	con
9fb066e7ee23b29ad8f541f0dd06470a	con
64ba6549f52e958b3d1ba3a16bc9aadb	con
bfe6fe61eb1aaef903d45f3332520dd4	con
d699f725a85faab3790b86cd045b5e9c	con
57e66a42a558d92008e4c973257db6d0	con
